record_1_id,record_2_id,similarity_score,hire_date_diff_days,recommended_action
GT-006754,AC-000655,100.0,1183,VERIFY_HIRE_DATE
GT-008331,AC-000746,100.0,1354,VERIFY_HIRE_DATE
GT-004042,AC-000830,100.0,1236,VERIFY_HIRE_DATE
GT-006212,AC-001149,100.0,1415,VERIFY_HIRE_DATE
GT-000668,AC-001150,100.0,463,VERIFY_HIRE_DATE
GT-000496,AC-001278,75.9,1333,MANUAL_REVIEW
GT-001718,AC-001381,100.0,2635,VERIFY_HIRE_DATE
GT-006484,AC-001553,88.9,1176,VERIFY_HIRE_DATE
GT-004200,AC-001751,100.0,152,VERIFY_HIRE_DATE
GT-003480,AC-001853,91.7,535,VERIFY_HIRE_DATE
GT-009271,AC-001897,92.9,1173,VERIFY_HIRE_DATE
GT-006854,AC-001900,100.0,907,VERIFY_HIRE_DATE
GT-003325,AC-002007,100.0,1691,VERIFY_HIRE_DATE
GT-003001,AC-002142,100.0,1927,VERIFY_HIRE_DATE
GT-003433,AC-002287,100.0,518,VERIFY_HIRE_DATE
GT-010056,AC-002376,100.0,762,VERIFY_HIRE_DATE
GT-013423,AC-002506,100.0,1136,VERIFY_HIRE_DATE
GT-000635,AC-002575,78.6,980,MANUAL_REVIEW
GT-000167,AC-002611,100.0,95,VERIFY_HIRE_DATE
GT-012848,AC-002699,82.8,481,MANUAL_REVIEW
GT-009931,AC-002700,100.0,547,VERIFY_HIRE_DATE
GT-002698,AC-002758,78.6,1316,MANUAL_REVIEW
GT-009271,AC-002820,100.0,1507,VERIFY_HIRE_DATE
GT-011540,AC-000173,100.0,1985,VERIFY_HIRE_DATE
GT-012051,AC-000454,100.0,1395,VERIFY_HIRE_DATE
GT-011936,AC-000484,100.0,1686,VERIFY_HIRE_DATE
GT-001378,AC-000509,100.0,701,VERIFY_HIRE_DATE
GT-012198,AC-000516,100.0,387,VERIFY_HIRE_DATE
GT-003914,AC-000800,100.0,631,VERIFY_HIRE_DATE
GT-000142,AC-001186,100.0,847,VERIFY_HIRE_DATE
GT-013935,AC-001239,88.9,2022,VERIFY_HIRE_DATE
GT-004033,AC-001273,76.2,589,MANUAL_REVIEW
GT-010300,AC-001280,100.0,914,VERIFY_HIRE_DATE
GT-000716,AC-001345,100.0,2412,VERIFY_HIRE_DATE
GT-002634,AC-001356,77.8,1459,MANUAL_REVIEW
GT-003625,AC-001427,100.0,465,VERIFY_HIRE_DATE
GT-001113,AC-001439,100.0,1672,VERIFY_HIRE_DATE
GT-008278,AC-001460,100.0,1681,VERIFY_HIRE_DATE
GT-014476,AC-001607,100.0,1395,VERIFY_HIRE_DATE
GT-007466,AC-001676,100.0,849,VERIFY_HIRE_DATE
GT-002745,AC-001776,100.0,1601,VERIFY_HIRE_DATE
GT-000434,AC-001936,100.0,745,VERIFY_HIRE_DATE
GT-000322,AC-002009,100.0,1065,VERIFY_HIRE_DATE
GT-006748,AC-002025,100.0,2286,VERIFY_HIRE_DATE
GT-003445,AC-002220,100.0,368,VERIFY_HIRE_DATE
GT-002660,AC-002426,87.0,767,MANUAL_REVIEW
GT-011371,AC-002746,100.0,1508,VERIFY_HIRE_DATE
GT-004261,AC-000018,100.0,1885,VERIFY_HIRE_DATE
GT-003383,AC-000043,88.9,102,VERIFY_HIRE_DATE
GT-009692,AC-000046,100.0,520,VERIFY_HIRE_DATE
GT-009330,AC-000069,80.0,2114,MANUAL_REVIEW
GT-003277,AC-000095,100.0,104,VERIFY_HIRE_DATE
GT-003901,AC-000099,100.0,836,VERIFY_HIRE_DATE
GT-002256,AC-000102,100.0,582,VERIFY_HIRE_DATE
GT-005451,AC-000104,100.0,2681,VERIFY_HIRE_DATE
GT-007307,AC-000116,89.7,308,VERIFY_HIRE_DATE
GT-000835,AC-000130,100.0,3165,VERIFY_HIRE_DATE
GT-004557,AC-000158,100.0,378,VERIFY_HIRE_DATE
GT-004860,AC-000159,100.0,1628,VERIFY_HIRE_DATE
GT-005976,AC-000168,100.0,3082,VERIFY_HIRE_DATE
GT-004408,AC-000181,100.0,711,VERIFY_HIRE_DATE
GT-013461,AC-000200,100.0,345,VERIFY_HIRE_DATE
GT-000947,AC-000201,100.0,1206,VERIFY_HIRE_DATE
GT-005451,AC-000253,85.7,2149,MANUAL_REVIEW
GT-000998,AC-000256,100.0,2234,VERIFY_HIRE_DATE
GT-010729,AC-000257,100.0,367,VERIFY_HIRE_DATE
GT-004433,AC-000265,80.0,1909,MANUAL_REVIEW
GT-004248,AC-000278,100.0,584,VERIFY_HIRE_DATE
GT-009020,AC-000293,100.0,2607,VERIFY_HIRE_DATE
GT-004333,AC-000306,100.0,2193,VERIFY_HIRE_DATE
GT-001028,AC-000332,100.0,1972,VERIFY_HIRE_DATE
GT-003616,AC-000351,100.0,188,VERIFY_HIRE_DATE
GT-014934,AC-000360,100.0,867,VERIFY_HIRE_DATE
GT-002997,AC-000397,100.0,1018,VERIFY_HIRE_DATE
GT-004590,AC-000407,100.0,774,VERIFY_HIRE_DATE
GT-003697,AC-000416,91.7,2651,VERIFY_HIRE_DATE
GT-000220,AC-000430,100.0,1426,VERIFY_HIRE_DATE
GT-014045,AC-000443,100.0,1035,VERIFY_HIRE_DATE
GT-000734,AC-000460,100.0,1431,VERIFY_HIRE_DATE
GT-012517,AC-000487,100.0,963,VERIFY_HIRE_DATE
GT-008334,AC-000497,100.0,162,VERIFY_HIRE_DATE
GT-010752,AC-000508,100.0,2019,VERIFY_HIRE_DATE
GT-004852,AC-000533,88.9,1214,VERIFY_HIRE_DATE
GT-005100,AC-000542,100.0,742,VERIFY_HIRE_DATE
GT-004710,AC-000547,82.8,1274,MANUAL_REVIEW
GT-003278,AC-000570,100.0,1003,VERIFY_HIRE_DATE
GT-000182,AC-000584,90.3,152,VERIFY_HIRE_DATE
GT-001235,AC-000589,86.7,1936,MANUAL_REVIEW
GT-000828,AC-000600,88.0,503,VERIFY_HIRE_DATE
GT-007407,AC-000606,100.0,1410,VERIFY_HIRE_DATE
GT-012354,AC-000627,100.0,1088,VERIFY_HIRE_DATE
GT-007724,AC-000635,100.0,2472,VERIFY_HIRE_DATE
GT-014827,AC-000639,100.0,226,VERIFY_HIRE_DATE
GT-000206,AC-000646,100.0,2233,VERIFY_HIRE_DATE
GT-000182,AC-000663,100.0,110,VERIFY_HIRE_DATE
GT-003404,AC-000667,100.0,145,VERIFY_HIRE_DATE
GT-002536,AC-000671,100.0,1683,VERIFY_HIRE_DATE
GT-002192,AC-000675,100.0,1187,VERIFY_HIRE_DATE
GT-011946,AC-000686,100.0,2108,VERIFY_HIRE_DATE
GT-000284,AC-000687,100.0,1997,VERIFY_HIRE_DATE
GT-003078,AC-000692,100.0,656,VERIFY_HIRE_DATE
GT-001098,AC-000705,100.0,2238,VERIFY_HIRE_DATE
GT-005164,AC-000748,81.5,1689,MANUAL_REVIEW
GT-003961,AC-000750,100.0,2099,VERIFY_HIRE_DATE
GT-006505,AC-000752,100.0,1911,VERIFY_HIRE_DATE
GT-002833,AC-000765,100.0,546,VERIFY_HIRE_DATE
GT-005061,AC-000770,100.0,2571,VERIFY_HIRE_DATE
GT-004834,AC-000807,82.8,1345,MANUAL_REVIEW
GT-014119,AC-000879,100.0,1022,VERIFY_HIRE_DATE
GT-000337,AC-000880,100.0,1798,VERIFY_HIRE_DATE
GT-004582,AC-000898,100.0,653,VERIFY_HIRE_DATE
GT-002475,AC-000902,100.0,476,VERIFY_HIRE_DATE
GT-000342,AC-000929,80.0,2963,MANUAL_REVIEW
GT-008360,AC-000965,100.0,885,VERIFY_HIRE_DATE
GT-000431,AC-000967,100.0,2922,VERIFY_HIRE_DATE
GT-004085,AC-000975,100.0,254,VERIFY_HIRE_DATE
GT-013331,AC-001065,100.0,32,VERIFY_HIRE_DATE
GT-010232,AC-001086,100.0,571,VERIFY_HIRE_DATE
GT-005969,AC-001099,100.0,1031,VERIFY_HIRE_DATE
GT-008345,AC-001107,100.0,2854,VERIFY_HIRE_DATE
GT-005981,AC-001118,84.8,828,MANUAL_REVIEW
GT-007307,AC-001125,78.6,1904,MANUAL_REVIEW
GT-012123,AC-001127,84.6,1659,MANUAL_REVIEW
GT-003202,AC-001136,100.0,1688,VERIFY_HIRE_DATE
GT-011304,AC-001159,100.0,2269,VERIFY_HIRE_DATE
GT-001173,AC-001167,100.0,634,VERIFY_HIRE_DATE
GT-000287,AC-001169,100.0,527,VERIFY_HIRE_DATE
GT-006934,AC-001201,100.0,1841,VERIFY_HIRE_DATE
GT-002314,AC-001218,100.0,701,VERIFY_HIRE_DATE
GT-000908,AC-001232,100.0,233,VERIFY_HIRE_DATE
GT-000562,AC-001240,81.5,1744,MANUAL_REVIEW
GT-007576,AC-001242,100.0,1324,VERIFY_HIRE_DATE
GT-001015,AC-001256,100.0,2442,VERIFY_HIRE_DATE
GT-001477,AC-001266,93.3,1985,VERIFY_HIRE_DATE
GT-001382,AC-001335,100.0,1862,VERIFY_HIRE_DATE
GT-007590,AC-001355,100.0,2447,VERIFY_HIRE_DATE
GT-009163,AC-001369,100.0,2557,VERIFY_HIRE_DATE
GT-013315,AC-001405,100.0,1090,VERIFY_HIRE_DATE
GT-004005,AC-001432,100.0,140,VERIFY_HIRE_DATE
GT-005981,AC-001438,100.0,138,VERIFY_HIRE_DATE
GT-001635,AC-001440,100.0,183,VERIFY_HIRE_DATE
GT-002351,AC-001470,100.0,2612,VERIFY_HIRE_DATE
GT-006611,AC-001483,100.0,715,VERIFY_HIRE_DATE
GT-001475,AC-001490,100.0,402,VERIFY_HIRE_DATE
GT-006554,AC-001502,100.0,574,VERIFY_HIRE_DATE
GT-004045,AC-001543,100.0,364,VERIFY_HIRE_DATE
GT-001805,AC-001581,100.0,1163,VERIFY_HIRE_DATE
GT-001817,AC-001592,83.9,445,MANUAL_REVIEW
GT-002564,AC-001609,100.0,1621,VERIFY_HIRE_DATE
GT-000893,AC-001613,100.0,3475,VERIFY_HIRE_DATE
GT-001382,AC-001619,85.7,146,MANUAL_REVIEW
GT-006262,AC-001622,100.0,443,VERIFY_HIRE_DATE
GT-008364,AC-001629,100.0,1825,VERIFY_HIRE_DATE
GT-006732,AC-001633,100.0,2146,VERIFY_HIRE_DATE
GT-004475,AC-001636,100.0,1659,VERIFY_HIRE_DATE
GT-005824,AC-001646,76.9,1755,MANUAL_REVIEW
GT-011743,AC-001670,100.0,1657,VERIFY_HIRE_DATE
GT-001364,AC-001696,100.0,217,VERIFY_HIRE_DATE
GT-001697,AC-001710,100.0,2403,VERIFY_HIRE_DATE
GT-008321,AC-001718,100.0,1503,VERIFY_HIRE_DATE
GT-005803,AC-001736,100.0,2139,VERIFY_HIRE_DATE
GT-002983,AC-001766,100.0,507,VERIFY_HIRE_DATE
GT-009870,AC-001799,100.0,1449,VERIFY_HIRE_DATE
GT-009416,AC-001801,100.0,3176,VERIFY_HIRE_DATE
GT-000857,AC-001802,100.0,1567,VERIFY_HIRE_DATE
GT-004783,AC-001837,100.0,1673,VERIFY_HIRE_DATE
GT-000712,AC-001854,100.0,706,VERIFY_HIRE_DATE
GT-008668,AC-001896,100.0,1778,VERIFY_HIRE_DATE
GT-010694,AC-001922,100.0,3065,VERIFY_HIRE_DATE
GT-009924,AC-001937,100.0,1435,VERIFY_HIRE_DATE
GT-003870,AC-001943,100.0,39,VERIFY_HIRE_DATE
GT-009844,AC-001944,100.0,213,VERIFY_HIRE_DATE
GT-001568,AC-001948,100.0,1336,VERIFY_HIRE_DATE
GT-002464,AC-001955,100.0,1593,VERIFY_HIRE_DATE
GT-000491,AC-002036,100.0,1515,VERIFY_HIRE_DATE
GT-009719,AC-002087,100.0,238,VERIFY_HIRE_DATE
GT-006962,AC-002088,100.0,905,VERIFY_HIRE_DATE
GT-000396,AC-002119,100.0,1033,VERIFY_HIRE_DATE
GT-005627,AC-002153,100.0,153,VERIFY_HIRE_DATE
GT-010731,AC-002165,100.0,1752,VERIFY_HIRE_DATE
GT-000115,AC-002279,100.0,2463,VERIFY_HIRE_DATE
GT-003668,AC-002301,82.8,1915,MANUAL_REVIEW
GT-002071,AC-002333,100.0,394,VERIFY_HIRE_DATE
GT-007572,AC-002351,100.0,1374,VERIFY_HIRE_DATE
GT-008380,AC-002357,100.0,834,VERIFY_HIRE_DATE
GT-000088,AC-002362,100.0,103,VERIFY_HIRE_DATE
GT-004852,AC-002368,100.0,1180,VERIFY_HIRE_DATE
GT-008296,AC-002427,100.0,2197,VERIFY_HIRE_DATE
GT-001426,AC-002439,100.0,895,VERIFY_HIRE_DATE
GT-006678,AC-002445,100.0,527,VERIFY_HIRE_DATE
GT-010170,AC-002467,100.0,585,VERIFY_HIRE_DATE
GT-011074,AC-002476,100.0,1873,VERIFY_HIRE_DATE
GT-004710,AC-002477,86.7,75,MANUAL_REVIEW
GT-000178,AC-002510,100.0,1269,VERIFY_HIRE_DATE
GT-009394,AC-002540,100.0,3085,VERIFY_HIRE_DATE
GT-010769,AC-002541,100.0,714,VERIFY_HIRE_DATE
GT-009203,AC-002561,100.0,1757,VERIFY_HIRE_DATE
GT-009519,AC-002574,100.0,1553,VERIFY_HIRE_DATE
GT-000850,AC-002593,87.0,436,MANUAL_REVIEW
GT-001936,AC-002613,100.0,2479,VERIFY_HIRE_DATE
GT-002254,AC-002614,100.0,797,VERIFY_HIRE_DATE
GT-006726,AC-002619,100.0,740,VERIFY_HIRE_DATE
GT-007809,AC-002637,100.0,809,VERIFY_HIRE_DATE
GT-005100,AC-002641,80.0,1558,MANUAL_REVIEW
GT-004433,AC-002642,100.0,2305,VERIFY_HIRE_DATE
GT-002306,AC-002667,100.0,196,VERIFY_HIRE_DATE
GT-009259,AC-002725,100.0,602,VERIFY_HIRE_DATE
GT-004851,AC-002738,100.0,1154,VERIFY_HIRE_DATE
GT-008693,AC-002747,100.0,999,VERIFY_HIRE_DATE
GT-001779,AC-002803,100.0,1243,VERIFY_HIRE_DATE
GT-001176,AC-002854,82.8,156,MANUAL_REVIEW
GT-003590,AC-002903,100.0,1419,VERIFY_HIRE_DATE
GT-002925,AC-002943,88.9,666,VERIFY_HIRE_DATE
GT-000579,AC-002954,100.0,2742,VERIFY_HIRE_DATE
GT-004157,AC-002955,100.0,357,VERIFY_HIRE_DATE
GT-007837,AC-002999,90.3,529,VERIFY_HIRE_DATE
GT-011450,AC-000057,100.0,3131,VERIFY_HIRE_DATE
GT-001739,AC-000079,100.0,872,VERIFY_HIRE_DATE
GT-001052,AC-000083,89.7,313,VERIFY_HIRE_DATE
GT-004481,AC-000113,100.0,1878,VERIFY_HIRE_DATE
GT-000976,AC-000114,100.0,144,VERIFY_HIRE_DATE
GT-001995,AC-000129,100.0,141,VERIFY_HIRE_DATE
GT-003715,AC-000145,100.0,1412,VERIFY_HIRE_DATE
GT-010477,AC-000148,100.0,2362,VERIFY_HIRE_DATE
GT-001542,AC-000161,100.0,86,VERIFY_HIRE_DATE
GT-005529,AC-000172,100.0,2147,VERIFY_HIRE_DATE
GT-008845,AC-000178,86.5,847,MANUAL_REVIEW
GT-007075,AC-000242,100.0,611,VERIFY_HIRE_DATE
GT-002937,AC-000246,100.0,1697,VERIFY_HIRE_DATE
GT-011153,AC-000251,100.0,2112,VERIFY_HIRE_DATE
GT-002440,AC-000269,100.0,3047,VERIFY_HIRE_DATE
GT-003118,AC-000275,100.0,846,VERIFY_HIRE_DATE
GT-001711,AC-000286,100.0,604,VERIFY_HIRE_DATE
GT-005970,AC-000338,100.0,1679,VERIFY_HIRE_DATE
GT-003068,AC-000339,100.0,330,VERIFY_HIRE_DATE
GT-005554,AC-000343,100.0,1052,VERIFY_HIRE_DATE
GT-003880,AC-000344,83.3,2371,MANUAL_REVIEW
GT-012682,AC-000371,100.0,1740,VERIFY_HIRE_DATE
GT-002360,AC-000408,100.0,689,VERIFY_HIRE_DATE
GT-003118,AC-000421,83.3,441,MANUAL_REVIEW
GT-007455,AC-000465,100.0,1090,VERIFY_HIRE_DATE
GT-011007,AC-000504,82.8,1043,MANUAL_REVIEW
GT-008689,AC-000506,100.0,1060,VERIFY_HIRE_DATE
GT-011685,AC-000524,80.0,1166,MANUAL_REVIEW
GT-012501,AC-000572,100.0,2500,VERIFY_HIRE_DATE
GT-001470,AC-000595,100.0,1331,VERIFY_HIRE_DATE
GT-000804,AC-000602,100.0,2318,VERIFY_HIRE_DATE
GT-001167,AC-000607,100.0,979,VERIFY_HIRE_DATE
GT-002677,AC-000616,100.0,1798,VERIFY_HIRE_DATE
GT-001052,AC-000625,100.0,1550,VERIFY_HIRE_DATE
GT-007764,AC-000647,100.0,629,VERIFY_HIRE_DATE
GT-006189,AC-000658,100.0,1512,VERIFY_HIRE_DATE
GT-008561,AC-000688,100.0,644,VERIFY_HIRE_DATE
GT-006565,AC-000691,100.0,1105,VERIFY_HIRE_DATE
GT-013097,AC-000706,100.0,900,VERIFY_HIRE_DATE
GT-014891,AC-000719,100.0,1045,VERIFY_HIRE_DATE
GT-006466,AC-000722,100.0,305,VERIFY_HIRE_DATE
GT-005900,AC-000735,100.0,424,VERIFY_HIRE_DATE
GT-007546,AC-000753,100.0,2728,VERIFY_HIRE_DATE
GT-000313,AC-000757,100.0,979,VERIFY_HIRE_DATE
GT-010699,AC-000778,100.0,687,VERIFY_HIRE_DATE
GT-007549,AC-000787,100.0,2917,VERIFY_HIRE_DATE
GT-005207,AC-000809,100.0,784,VERIFY_HIRE_DATE
GT-007262,AC-000812,100.0,3264,VERIFY_HIRE_DATE
GT-005989,AC-000840,81.5,1030,MANUAL_REVIEW
GT-011116,AC-000843,100.0,1021,VERIFY_HIRE_DATE
GT-006173,AC-000850,100.0,1876,VERIFY_HIRE_DATE
GT-001511,AC-000866,100.0,170,VERIFY_HIRE_DATE
GT-013998,AC-000868,81.5,2815,MANUAL_REVIEW
GT-004262,AC-000872,100.0,2205,VERIFY_HIRE_DATE
GT-003436,AC-000893,100.0,2260,VERIFY_HIRE_DATE
GT-006958,AC-000899,100.0,128,VERIFY_HIRE_DATE
GT-006219,AC-000906,88.9,2085,VERIFY_HIRE_DATE
GT-007433,AC-000911,100.0,1251,VERIFY_HIRE_DATE
GT-002488,AC-000923,100.0,1367,VERIFY_HIRE_DATE
GT-000412,AC-000953,76.2,73,MANUAL_REVIEW
GT-004565,AC-000970,100.0,2421,VERIFY_HIRE_DATE
GT-011651,AC-000981,100.0,644,VERIFY_HIRE_DATE
GT-002435,AC-000986,100.0,354,VERIFY_HIRE_DATE
GT-006265,AC-000993,83.3,323,MANUAL_REVIEW
GT-005138,AC-001001,100.0,1758,VERIFY_HIRE_DATE
GT-007835,AC-001025,100.0,55,VERIFY_HIRE_DATE
GT-006265,AC-001031,100.0,1709,VERIFY_HIRE_DATE
GT-011424,AC-001037,100.0,2758,VERIFY_HIRE_DATE
GT-009170,AC-001040,100.0,870,VERIFY_HIRE_DATE
GT-009133,AC-001058,100.0,1937,VERIFY_HIRE_DATE
GT-014036,AC-001078,100.0,58,VERIFY_HIRE_DATE
GT-003563,AC-001087,100.0,39,VERIFY_HIRE_DATE
GT-008868,AC-001117,100.0,250,VERIFY_HIRE_DATE
GT-000132,AC-001146,100.0,1094,VERIFY_HIRE_DATE
GT-005329,AC-001163,100.0,1380,VERIFY_HIRE_DATE
GT-005737,AC-001195,100.0,275,VERIFY_HIRE_DATE
GT-011614,AC-001197,100.0,209,VERIFY_HIRE_DATE
GT-005138,AC-001213,75.0,1218,MANUAL_REVIEW
GT-002648,AC-001227,100.0,1994,VERIFY_HIRE_DATE
GT-012377,AC-001260,100.0,763,VERIFY_HIRE_DATE
GT-003389,AC-001316,100.0,1484,VERIFY_HIRE_DATE
GT-000570,AC-001333,100.0,1163,VERIFY_HIRE_DATE
GT-009133,AC-001346,80.0,1542,MANUAL_REVIEW
GT-003178,AC-001359,100.0,2222,VERIFY_HIRE_DATE
GT-004928,AC-001362,78.3,3054,MANUAL_REVIEW
GT-011633,AC-001372,100.0,1070,VERIFY_HIRE_DATE
GT-006318,AC-001404,100.0,2772,VERIFY_HIRE_DATE
GT-007027,AC-001422,100.0,3077,VERIFY_HIRE_DATE
GT-002364,AC-001435,100.0,581,VERIFY_HIRE_DATE
GT-001696,AC-001473,100.0,448,VERIFY_HIRE_DATE
GT-000544,AC-001574,100.0,1421,VERIFY_HIRE_DATE
GT-000933,AC-001588,100.0,1513,VERIFY_HIRE_DATE
GT-010402,AC-001640,83.9,380,MANUAL_REVIEW
GT-007374,AC-001653,100.0,484,VERIFY_HIRE_DATE
GT-001522,AC-001694,100.0,126,VERIFY_HIRE_DATE
GT-003281,AC-001759,100.0,895,VERIFY_HIRE_DATE
GT-002450,AC-001764,100.0,670,VERIFY_HIRE_DATE
GT-002298,AC-001773,100.0,973,VERIFY_HIRE_DATE
GT-004928,AC-001774,100.0,2643,VERIFY_HIRE_DATE
GT-007810,AC-001790,83.3,890,MANUAL_REVIEW
GT-004987,AC-001838,100.0,435,VERIFY_HIRE_DATE
GT-002075,AC-001849,100.0,1654,VERIFY_HIRE_DATE
GT-004599,AC-001852,100.0,830,VERIFY_HIRE_DATE
GT-006303,AC-001870,100.0,1748,VERIFY_HIRE_DATE
GT-006168,AC-001882,100.0,1347,VERIFY_HIRE_DATE
GT-001636,AC-001883,80.0,1426,MANUAL_REVIEW
GT-003326,AC-001967,100.0,1522,VERIFY_HIRE_DATE
GT-006254,AC-001981,100.0,147,VERIFY_HIRE_DATE
GT-000901,AC-002029,86.7,1949,MANUAL_REVIEW
GT-001049,AC-002030,100.0,490,VERIFY_HIRE_DATE
GT-008893,AC-002047,83.3,402,MANUAL_REVIEW
GT-004725,AC-002090,100.0,776,VERIFY_HIRE_DATE
GT-000614,AC-002109,100.0,2070,VERIFY_HIRE_DATE
GT-011799,AC-002123,100.0,427,VERIFY_HIRE_DATE
GT-007844,AC-002130,81.5,1261,MANUAL_REVIEW
GT-003880,AC-002192,87.0,262,MANUAL_REVIEW
GT-008888,AC-002214,100.0,1933,VERIFY_HIRE_DATE
GT-009308,AC-002215,100.0,2619,VERIFY_HIRE_DATE
GT-001933,AC-002233,100.0,1880,VERIFY_HIRE_DATE
GT-000126,AC-002254,100.0,1078,VERIFY_HIRE_DATE
GT-005207,AC-002267,81.5,2117,MANUAL_REVIEW
GT-000378,AC-002277,87.5,2455,MANUAL_REVIEW
GT-004262,AC-002299,76.9,526,MANUAL_REVIEW
GT-004884,AC-002310,100.0,3255,VERIFY_HIRE_DATE
GT-007425,AC-002312,100.0,2480,VERIFY_HIRE_DATE
GT-008143,AC-002388,93.3,166,VERIFY_HIRE_DATE
GT-011077,AC-002396,80.0,1960,MANUAL_REVIEW
GT-000309,AC-002405,100.0,178,VERIFY_HIRE_DATE
GT-006219,AC-002446,100.0,1845,VERIFY_HIRE_DATE
GT-000741,AC-002481,100.0,1266,VERIFY_HIRE_DATE
GT-003104,AC-002508,100.0,529,VERIFY_HIRE_DATE
GT-006408,AC-002547,100.0,1038,VERIFY_HIRE_DATE
GT-013791,AC-002566,100.0,1687,VERIFY_HIRE_DATE
GT-001865,AC-002587,85.7,566,MANUAL_REVIEW
GT-006787,AC-002621,100.0,608,VERIFY_HIRE_DATE
GT-011288,AC-002632,100.0,3214,VERIFY_HIRE_DATE
GT-002837,AC-002652,100.0,1123,VERIFY_HIRE_DATE
GT-013104,AC-002704,100.0,786,VERIFY_HIRE_DATE
GT-001414,AC-002761,100.0,1978,VERIFY_HIRE_DATE
GT-002486,AC-002818,100.0,1700,VERIFY_HIRE_DATE
GT-001339,AC-002840,100.0,1666,VERIFY_HIRE_DATE
GT-002260,AC-002855,80.0,1735,MANUAL_REVIEW
GT-008066,AC-002859,100.0,2040,VERIFY_HIRE_DATE
GT-001748,AC-002873,100.0,2574,VERIFY_HIRE_DATE
GT-005822,AC-002956,100.0,2493,VERIFY_HIRE_DATE
GT-004873,AC-002983,100.0,1166,VERIFY_HIRE_DATE
GT-006518,AC-000029,100.0,820,VERIFY_HIRE_DATE
GT-001849,AC-000047,100.0,1683,VERIFY_HIRE_DATE
GT-004472,AC-000138,100.0,636,VERIFY_HIRE_DATE
GT-011294,AC-000151,100.0,222,VERIFY_HIRE_DATE
GT-000061,AC-000155,100.0,381,VERIFY_HIRE_DATE
GT-008985,AC-000230,100.0,846,VERIFY_HIRE_DATE
GT-000979,AC-000313,100.0,1777,VERIFY_HIRE_DATE
GT-000522,AC-000327,100.0,687,VERIFY_HIRE_DATE
GT-001916,AC-000380,100.0,101,VERIFY_HIRE_DATE
GT-008563,AC-000389,100.0,2437,VERIFY_HIRE_DATE
GT-007372,AC-000391,100.0,77,VERIFY_HIRE_DATE
GT-001221,AC-000424,100.0,1872,VERIFY_HIRE_DATE
GT-008915,AC-000459,87.5,1062,MANUAL_REVIEW
GT-012745,AC-000483,100.0,1307,VERIFY_HIRE_DATE
GT-001331,AC-000596,84.6,1537,MANUAL_REVIEW
GT-004461,AC-000604,100.0,1478,VERIFY_HIRE_DATE
GT-001847,AC-000609,100.0,1620,VERIFY_HIRE_DATE
GT-004619,AC-000612,88.9,1419,VERIFY_HIRE_DATE
GT-002248,AC-000631,100.0,1779,VERIFY_HIRE_DATE
GT-002573,AC-000637,100.0,1319,VERIFY_HIRE_DATE
GT-008642,AC-000640,100.0,494,VERIFY_HIRE_DATE
GT-004171,AC-000641,85.7,2336,MANUAL_REVIEW
GT-009986,AC-000683,100.0,371,VERIFY_HIRE_DATE
GT-004461,AC-000727,84.6,1114,MANUAL_REVIEW
GT-003363,AC-000825,100.0,1115,VERIFY_HIRE_DATE
GT-006665,AC-000826,100.0,690,VERIFY_HIRE_DATE
GT-005605,AC-000844,100.0,218,VERIFY_HIRE_DATE
GT-002915,AC-000846,100.0,1130,VERIFY_HIRE_DATE
GT-012963,AC-000864,100.0,990,VERIFY_HIRE_DATE
GT-002540,AC-000877,100.0,768,VERIFY_HIRE_DATE
GT-013792,AC-001033,100.0,1298,VERIFY_HIRE_DATE
GT-002206,AC-001035,100.0,666,VERIFY_HIRE_DATE
GT-005068,AC-001046,100.0,316,VERIFY_HIRE_DATE
GT-008295,AC-001051,100.0,3095,VERIFY_HIRE_DATE
GT-006105,AC-001074,100.0,198,VERIFY_HIRE_DATE
GT-003636,AC-001093,100.0,2704,VERIFY_HIRE_DATE
GT-001984,AC-001135,100.0,1321,VERIFY_HIRE_DATE
GT-013237,AC-001140,100.0,2435,VERIFY_HIRE_DATE
GT-001086,AC-001166,100.0,1389,VERIFY_HIRE_DATE
GT-002504,AC-001221,100.0,1163,VERIFY_HIRE_DATE
GT-002182,AC-001228,100.0,1988,VERIFY_HIRE_DATE
GT-000833,AC-001283,100.0,582,VERIFY_HIRE_DATE
GT-004808,AC-001304,100.0,877,VERIFY_HIRE_DATE
GT-014537,AC-001330,100.0,1112,VERIFY_HIRE_DATE
GT-001761,AC-001398,100.0,1535,VERIFY_HIRE_DATE
GT-001721,AC-001412,100.0,1737,VERIFY_HIRE_DATE
GT-011398,AC-001413,78.6,789,MANUAL_REVIEW
GT-006498,AC-001491,100.0,365,VERIFY_HIRE_DATE
GT-004090,AC-001494,100.0,796,VERIFY_HIRE_DATE
GT-011938,AC-001508,100.0,960,VERIFY_HIRE_DATE
GT-011243,AC-001545,100.0,1846,VERIFY_HIRE_DATE
GT-012821,AC-001558,88.9,2688,VERIFY_HIRE_DATE
GT-010519,AC-001565,100.0,447,VERIFY_HIRE_DATE
GT-003597,AC-001582,100.0,876,VERIFY_HIRE_DATE
GT-005855,AC-001687,100.0,2268,VERIFY_HIRE_DATE
GT-011398,AC-001722,100.0,2195,VERIFY_HIRE_DATE
GT-008747,AC-001795,100.0,44,VERIFY_HIRE_DATE
GT-011294,AC-001820,86.7,2632,MANUAL_REVIEW
GT-001034,AC-001828,100.0,3231,VERIFY_HIRE_DATE
